fecha,edad,ActGrales,ActFyDep,OfCultEnt,VidaNoct
09/08/2025 20:05:53,18 a 29,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
04/11/2025 08:03:44,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
08/11/2025 01:38:24,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
29/06/2025 11:17:59,65 o más,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Buena
30/10/2025 22:00:30,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Bicicleta, Golf, Bochas, Natación / pileta","Buena, aunque puede mejorar",Muy activa y divertida
31/08/2025 01:40:49,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Natación / pileta,Poca variedad,Buena
12/06/2025 11:00:31,18 a 29,"Baños termales / Spa, Salidas nocturnas / bares / casino",Natación / pileta,Muy variada y de calidad,Regular
19/08/2025 22:13:15,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Poco atractiva
06/07/2025 05:06:43,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional",Bochas,Poca variedad,Buena
16/06/2025 19:14:14,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Natación / pileta,No me interesaba,Buena
21/06/2025 05:04:59,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Muy activa y divertida
30/08/2025 19:25:20,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional",Natación / pileta,"Buena, aunque puede mejorar",Buena
05/09/2025 07:09:16,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
24/08/2025 02:13:07,65 o más,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Natación / pileta,Poca variedad,Muy activa y divertida
02/08/2025 06:40:16,30 a 49,Salidas nocturnas / bares / casino,"Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Muy activa y divertida
15/09/2025 02:10:13,65 o más,"Baños termales / Spa, Salidas nocturnas / bares / casino","Caminatas / senderismo, Bicicleta, Golf, Bochas, Natación / pileta","Buena, aunque puede mejorar",Buena
07/11/2025 00:10:12,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Natación / pileta,"Buena, aunque puede mejorar",Regular
29/08/2025 12:08:43,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino",Natación / pileta,Muy variada y de calidad,Buena
09/07/2025 07:34:32,65 o más,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Regular
23/09/2025 02:26:21,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino","Caminatas / senderismo, Bochas",Poca variedad,Muy activa y divertida
25/10/2025 19:59:40,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Muy variada y de calidad,Regular
27/07/2025 11:35:16,65 o más,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Poca variedad,Buena
14/07/2025 11:41:02,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Muy variada y de calidad,Regular
13/09/2025 01:45:11,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
18/10/2025 01:38:45,65 o más,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Bochas,Muy variada y de calidad,No salí de noche
31/08/2025 20:18:38,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Poca variedad,Regular
06/08/2025 04:03:59,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
01/08/2025 18:29:05,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Natación / pileta,"Buena, aunque puede mejorar",Poco atractiva
31/10/2025 17:21:31,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ","Caminatas / senderismo, Bochas",Muy variada y de calidad,Buena
28/07/2025 16:06:13,65 o más,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Muy variada y de calidad,No salí de noche
20/09/2025 18:25:37,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
07/09/2025 05:48:50,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
20/07/2025 11:15:47,65 o más,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Regular
29/09/2025 07:19:47,65 o más,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Natación / pileta","Buena, aunque puede mejorar",Regular
12/09/2025 11:13:00,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Muy variada y de calidad,No salí de noche
23/09/2025 14:30:38,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,"Buena, aunque puede mejorar",Muy activa y divertida
23/08/2025 22:37:00,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Bicicleta, Golf, Bochas, Natación / pileta",Poca variedad,Buena
06/07/2025 18:03:03,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
28/09/2025 14:18:26,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales",Caminatas / senderismo,Muy variada y de calidad,Buena
10/06/2025 18:08:15,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Regular
27/07/2025 00:41:16,50 a 64,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional",Natación / pileta,Poca variedad,Muy activa y divertida
02/09/2025 11:07:15,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
04/10/2025 12:26:54,65 o más,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,"Buena, aunque puede mejorar",Regular
10/06/2025 08:02:39,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bicicleta, Golf, Bochas, Natación / pileta",Muy variada y de calidad,Regular
07/11/2025 19:07:41,18 a 29,Baños termales / Spa,Caminatas / senderismo,Muy variada y de calidad,Buena
08/07/2025 05:01:34,65 o más,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
01/06/2025 02:18:18,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,"Buena, aunque puede mejorar",Muy activa y divertida
02/09/2025 23:35:13,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Muy variada y de calidad,Buena
16/06/2025 18:11:52,50 a 64,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
23/07/2025 18:28:36,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Natación / pileta,"Buena, aunque puede mejorar",Buena
28/09/2025 17:46:20,65 o más,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Muy variada y de calidad,Buena
07/11/2025 13:12:19,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
14/06/2025 13:35:13,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,No salí de noche
14/09/2025 02:43:17,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
01/06/2025 11:26:39,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales",Natación / pileta,"Buena, aunque puede mejorar",Buena
31/05/2025 14:35:06,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
11/07/2025 13:26:43,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Regular
10/07/2025 02:46:06,65 o más,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Caminatas / senderismo,No me interesaba,Buena
05/10/2025 01:58:05,65 o más,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Natación / pileta","Buena, aunque puede mejorar",Regular
30/06/2025 17:29:20,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Muy activa y divertida
02/06/2025 01:30:02,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
03/07/2025 15:01:39,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Buena
26/08/2025 17:59:26,18 a 29,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,No salí de noche
14/06/2025 05:46:51,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
28/06/2025 02:47:29,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
13/07/2025 11:35:42,50 a 64,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
04/06/2025 08:30:40,65 o más,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
30/10/2025 06:00:36,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
18/06/2025 15:26:35,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Muy variada y de calidad,Buena
06/09/2025 07:40:52,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,"Buena, aunque puede mejorar",Muy activa y divertida
20/09/2025 08:05:52,18 a 29,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Natación / pileta,Poca variedad,Buena
05/11/2025 06:38:08,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",No salí de noche
17/09/2025 17:46:18,18 a 29,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",No salí de noche
23/07/2025 18:36:42,65 o más,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Poca variedad,Buena
09/09/2025 12:26:02,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Poco atractiva
07/07/2025 22:41:14,30 a 49,"Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Bochas,Poca variedad,Buena
05/08/2025 03:27:37,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
13/08/2025 16:37:25,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
05/08/2025 22:25:42,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino",Natación / pileta,Muy variada y de calidad,Buena
26/09/2025 20:53:36,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Regular
14/10/2025 02:24:06,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Bochas,"Buena, aunque puede mejorar",Muy activa y divertida
27/09/2025 08:03:40,65 o más,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bicicleta, Golf, Bochas, Natación / pileta","Buena, aunque puede mejorar",Muy activa y divertida
21/06/2025 23:57:01,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
04/07/2025 20:06:36,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Caminatas / senderismo,No me interesaba,Muy activa y divertida
24/06/2025 05:30:14,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Natación / pileta,Muy variada y de calidad,Buena
